parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Gagnez en aisance à l’oral pour mieux convaincre votre jury de concours !,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser la méthodologie de votre épreuve orale</li>
<li>Prendre confiance en soi à l’oral pour emporter l’adhésion du jury</li>
<li>Améliorer votre répartie pour savoir rebondir sur les questions délicates</li>
</ul>
                                            </div>",,4972,https://www.comundi.fr/formation-epreuves-filiere-administrative/formation-gagnez-en-aisance-a-l-oral-pour-mieux-convaincre-votre-jury-de-concours.html,,
2 jours - 14 h,Formation : Renforcez vos fondamentaux en droit administratif,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Mettre à jour ses connaissances en droit administratif à la lumière de la jurisprudence</li>
<li>Comprendre les principes fondamentaux en droit administratif</li>
<li>Maîtriser ses droits et obligations par une analyse pratique du droit administratif et de ses impacts dans la fonction publique.</li>
</ul>
                                            </div>",1 300 €,2986,https://www.comundi.fr/formation-droit-public-et-droit-administratif-1/formation-renforcez-vos-fondamentaux-en-droit-administratif.html,14,1300
1 jour - 7 h,Formation : Cybersécurité,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li> Comprendre les risques et les enjeux de la divulgation de vos failles de sécurité (CNIL, ANSSI)</li>
<li> Maîtriser les nouvelles obligations de sécurité des données à caractère personnel, suite à l’application du règlement européen et des recommandations de l'ANSSI</li>
<li> Identifier les traitements de données nécessitant un fort niveau de protection</li>
<li> Mettre en place les outils nécessaires afin d’éviter toute sanction (CNIL, ANSSI)</li>
</ul>
                                            </div>",800 €,GO65,https://www.comundi.fr/formation-gestion-des-risques/formation-cybersecurite.html,7,800
1 jour - 7 h,Formation : Analyse de risques et étude d’impact en matière de protection des données personnelles,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser les logiques de l’élaboration du PIA pour l’intégrer à son organisation</li>
<li>Décrypter les différentes composantes juridiques, techniques et organisationnelles dans une logique de boîte à outils</li>
<li>Etre en mesure d’évaluer les enjeux des traitement des données personnelles suite au nouveau règlement européen pour prendre les bonnes mesures</li>
</ul>
                                            </div>",920 €,4554,https://www.comundi.fr/formation-droit-des-technologies/formation-analyse-de-risques-et-etude-d-impact-en-matiere-de-protection-des-donnees-personnelles.html,7,920
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation pour IRP : Savoir réagir face aux restructurations,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Mettre à profit toutes les possibilités d'intervention</li><li>Se poser les bonnes questions pour élaborer sa stratégie d'intervention</li><li>Être capable d'informer les salariés de leurs droits et perspectives</li><li>Manier avec justesse et efficacité la menace judiciaire collective et individuelle</li></ul>
                                            </div>",,3206,https://www.comundi.fr/formation-chsct/formation-pour-irp-savoir-reagir-face-aux-restructurations.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation CE/CSE : rédigez votre règlement intérieur,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Définir les règles de fonctionnement du CE/CSE</li>
<li>Rédiger efficacement votre règlement intérieur</li>
<li>Se préparer aux nouvelles obligations comptables du CE/CSE</li>
</ul>
                                            </div>",,3158,https://www.comundi.fr/formation-communication-negociation/formation-ce-cse-redigez-votre-reglement-interieur.html,,
2 jours,Formation Trésorier du CSE - A jour des ordonnances Macron,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Identifier les missions du trésorier du CSE</li>
<li>Maîtriser les techniques de gestion et de comptabilité spécifiques au CSE</li>
<li>Établir un budget et le gérer au mieux</li>
<li>Optimiser les moyens dont dispose le CSE dans l'intérêt des salariés</li>
</ul>
                                            </div>",995 €,3147,https://www.comundi.fr/formation-budget-comptabilite-et-avantages-aux-salaries/formation-tresorier-du-cse-a-jour-des-ordonnances-macron.html,14,995
1 jour,Formation Secrétaire du CSE - MAJ ord. Macron,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Identifier l'étendue de ses responsabilités, droits et obligations</li>
<li>Remplir sereinement son rôle : ordre du jour, procès-verbaux, contrôle…</li>
<li>Être à l'aise sur les aspects réglementaires</li>
</ul>
                                            </div>",590 €,3077,https://www.comundi.fr/formation-communication-negociation/formation-secretaire-du-cse-maj-ord-macron.html,7,590
1 jour - 7 h,Formation pour IRP : Négocier un accord d'entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maitriser le cadre juridique de la négociation collective : les différents types d’accords, les thèmes concernés …</li>
<li>Mener une négociation d’accord d’entreprise efficace pour aboutir à un accord</li>
<li>Acquérir les bases de la technique de négociation</li>
</ul>
                                            </div>",590 €,4997,https://www.comundi.fr/formation-chsct/formation-pour-irp-negocier-un-accord-d-entreprise.html,7,590
5 jours - 35 h,Formation initiale en santé et sécurité au travail pour CSSCT/CSE (en entreprise de plus de 300 salariés),"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser la nouvelle réglementation en santé sécurité au travail et veiller à son application dans l’entreprise</li>
<li>Assurer pleinement son mandat au sein de la CSSCT (ou CSE)</li>
<li>Contribuer à la protection de la santé et à la sécurité des salariés, à l’amélioration des conditions de travail</li>
</ul>
                                            </div>",2 395 €,5172,https://www.comundi.fr/formation-chsct/formation-initiale-en-sante-et-securite-au-travail-pour-cssct-cse-en-entreprise-de-plus-de-300-salaries.html,35,2395
3 jours - 21 h,Formation initiale en santé et sécurité au travail pour CSE/CSSCT (en entreprise de moins de 300 salariés),"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser la réglementation en santé sécurité au travail suite aux ordonnances Macron</li>
<li>Assurer pleinement son mandat en santé sécurité au sein du CSE/CSSCT en utilisant tous les moyens d’actions à disposition</li>
<li>Adopter les bons réflexes pour prévenir et agir efficacement contre les risques professionnels</li>
<li>Savoir conduire les études et enquêtes</li>
</ul>
                                            </div>",1 450 €,4999,https://www.comundi.fr/formation-chsct/formation-initiale-en-sante-et-securite-au-travail-pour-cse-cssct-en-entreprise-de-moins-de-300-salaries.html,21,1450
1 jour (présentiel) + 2 h en classe virtuelle (post formation),Formation : Référent harcèlement sexuel et agissements sexistes,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Prendre en charge un signalement de harcèlement et savoir réagir</li>
<li>Maîtriser le cadre juridique et conseiller l’entreprise dans ses actions en matière de prévention du harcèlement sexuel</li>
<li>Orienter, informer et accompagner les salariés en matière de lutte contre le harcèlement sexuel et agressions sexistes</li>
</ul>
                                            </div>",950 €,5336,https://www.comundi.fr/formation-droit-du-travail/formation-referent-harcelement-sexuel-et-agissements-sexistes.html,7,950
2 jours - 14 h,Formation : Comité Social et Economique : entreprise de 11 à 50 salariés,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre la répartition des rôles au sein du CSE</li>
<li>Maîtriser les règles de fonctionnement et moyens d’actions </li>
<li>Assurer pleinement son mandat au sein du CSE</li>
</ul>
                                            </div>",995 €,4998,https://www.comundi.fr/formation-missions-et-attributions/formation-comite-social-et-economique-entreprise-de-11-a-50-salaries.html,14,995
